2025-12-11 03:08:38,052 - [CLIENT ???] Connecting to ('127.0.0.1', 1234)...
2025-12-11 03:08:38,061 - [CLIENT 004] Successfully connected! Assigned Player ID: 4
2025-12-11 03:08:47,300 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:47,317 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:47,321 - [CLIENT 004] Successfully claimed block at (6, 16)
2025-12-11 03:08:47,322 - [CLIENT 004] Successfully claimed block at (6, 16)
2025-12-11 03:08:47,448 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:47,458 - [CLIENT 004] Successfully claimed block at (6, 16)
2025-12-11 03:08:47,465 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:47,469 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-11 03:08:47,616 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:47,621 - [CLIENT 004] Successfully claimed block at (5, 16)
2025-12-11 03:08:47,668 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:47,798 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:47,802 - [CLIENT 004] Successfully claimed block at (5, 15)
2025-12-11 03:08:47,931 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:47,964 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:47,973 - [CLIENT 004] Successfully claimed block at (5, 14)
2025-12-11 03:08:48,080 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:48,128 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:48,133 - [CLIENT 004] Successfully claimed block at (5, 14)
2025-12-11 03:08:48,228 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:48,294 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:48,305 - [CLIENT 004] Successfully claimed block at (5, 13)
2025-12-11 03:08:48,345 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:48,459 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:48,466 - [CLIENT 004] Successfully claimed block at (5, 12)
2025-12-11 03:08:48,641 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:48,648 - [CLIENT 004] Successfully claimed block at (5, 12)
2025-12-11 03:08:48,657 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:48,841 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:48,841 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:48,850 - [CLIENT 004] Successfully claimed block at (5, 10)
2025-12-11 03:08:48,957 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:49,007 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,011 - [CLIENT 004] Successfully claimed block at (5, 8)
2025-12-11 03:08:49,161 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,170 - [CLIENT 004] Successfully claimed block at (4, 8)
2025-12-11 03:08:49,178 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:49,324 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:49,374 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,385 - [CLIENT 004] Successfully claimed block at (6, 8)
2025-12-11 03:08:49,538 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,545 - [CLIENT 004] Successfully claimed block at (6, 8)
2025-12-11 03:08:49,571 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:49,767 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,767 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:49,772 - [CLIENT 004] Successfully claimed block at (7, 9)
2025-12-11 03:08:49,915 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:49,948 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:49,952 - [CLIENT 004] Successfully claimed block at (9, 9)
2025-12-11 03:08:50,064 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:50,098 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,103 - [CLIENT 004] Successfully claimed block at (10, 9)
2025-12-11 03:08:50,216 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:50,283 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,295 - [CLIENT 004] Successfully claimed block at (12, 9)
2025-12-11 03:08:50,385 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:50,454 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,458 - [CLIENT 004] Successfully claimed block at (13, 9)
2025-12-11 03:08:50,537 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:50,621 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,627 - [CLIENT 004] Successfully claimed block at (14, 9)
2025-12-11 03:08:50,776 - [CLIENT 004] Successfully claimed block at (14, 9)
2025-12-11 03:08:50,819 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,830 - [CLIENT 004] Successfully claimed block at (14, 9)
2025-12-11 03:08:50,834 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:50,983 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:50,992 - [CLIENT 004] Successfully claimed block at (14, 10)
2025-12-11 03:08:51,000 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:51,166 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,177 - [CLIENT 004] Successfully claimed block at (14, 11)
2025-12-11 03:08:51,317 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,328 - [CLIENT 004] Successfully claimed block at (14, 11)
2025-12-11 03:08:51,333 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:51,448 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:51,483 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,488 - [CLIENT 004] Successfully claimed block at (13, 13)
2025-12-11 03:08:51,598 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:51,664 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,670 - [CLIENT 004] Successfully claimed block at (13, 14)
2025-12-11 03:08:51,809 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,816 - [CLIENT 004] Successfully claimed block at (13, 14)
2025-12-11 03:08:51,925 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:51,974 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:51,985 - [CLIENT 004] Successfully claimed block at (12, 14)
2025-12-11 03:08:52,089 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:52,155 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:52,159 - [CLIENT 004] Successfully claimed block at (11, 14)
2025-12-11 03:08:52,237 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:52,321 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:52,329 - [CLIENT 004] Successfully claimed block at (9, 14)
2025-12-11 03:08:52,422 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:52,503 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:52,519 - [CLIENT 004] Successfully claimed block at (8, 14)
2025-12-11 03:08:52,576 - [CLIENT 004] Successfully claimed block at (8, 14)
2025-12-11 03:08:52,588 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:52,672 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:52,679 - [CLIENT 004] Successfully claimed block at (7, 14)
2025-12-11 03:08:52,738 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:52,853 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:52,853 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:52,860 - [CLIENT 004] Successfully claimed block at (6, 14)
2025-12-11 03:08:53,030 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:53,047 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:53,053 - [CLIENT 004] Successfully claimed block at (6, 12)
2025-12-11 03:08:53,212 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:53,245 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:53,249 - [CLIENT 004] Successfully claimed block at (6, 11)
2025-12-11 03:08:53,425 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:53,429 - [CLIENT 004] Successfully claimed block at (6, 12)
2025-12-11 03:08:53,607 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:53,623 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:53,630 - [CLIENT 004] Successfully claimed block at (6, 11)
2025-12-11 03:08:53,812 - [CLIENT 004] Successfully claimed block at (6, 11)
2025-12-11 03:08:53,823 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:53,834 - [CLIENT 004] Successfully claimed block at (6, 11)
2025-12-11 03:08:53,935 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:54,002 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,006 - [CLIENT 004] Successfully claimed block at (7, 11)
2025-12-11 03:08:54,102 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:54,119 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,125 - [CLIENT 004] Successfully claimed block at (8, 11)
2025-12-11 03:08:54,270 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:54,334 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,339 - [CLIENT 004] Successfully claimed block at (9, 11)
2025-12-11 03:08:54,447 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:54,514 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,520 - [CLIENT 004] Successfully claimed block at (11, 11)
2025-12-11 03:08:54,582 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:54,681 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,691 - [CLIENT 004] Successfully claimed block at (12, 11)
2025-12-11 03:08:54,898 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:54,908 - [CLIENT 004] Successfully claimed block at (12, 11)
2025-12-11 03:08:55,079 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-11 03:08:55,129 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:55,134 - [CLIENT 004] Successfully claimed block at (12, 13)
2025-12-11 03:08:55,244 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:55,295 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:55,304 - [CLIENT 004] Successfully claimed block at (13, 13)
2025-12-11 03:08:55,430 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:55,479 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:55,485 - [CLIENT 004] Successfully claimed block at (14, 13)
2025-12-11 03:08:55,563 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:55,681 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:55,689 - [CLIENT 004] Successfully claimed block at (15, 13)
2025-12-11 03:08:55,730 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:55,863 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:55,863 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:55,871 - [CLIENT 004] Successfully claimed block at (17, 13)
2025-12-11 03:08:56,047 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:56,047 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:56,053 - [CLIENT 004] Successfully claimed block at (19, 13)
2025-12-11 03:08:56,193 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-11 03:08:56,243 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:56,246 - [CLIENT 004] Successfully claimed block at (19, 13)
2025-12-11 03:08:56,374 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:56,384 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-11 03:08:56,457 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:56,462 - [CLIENT 004] Successfully claimed block at (19, 12)
2025-12-11 03:08:56,572 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:56,638 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:56,643 - [CLIENT 004] Successfully claimed block at (19, 12)
2025-12-11 03:08:56,772 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:56,804 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:56,813 - [CLIENT 004] Successfully claimed block at (19, 11)
2025-12-11 03:08:56,928 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,022 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,081 - [CLIENT 004] Successfully claimed block at (18, 10)
2025-12-11 03:08:57,098 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,165 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,171 - [CLIENT 004] Successfully claimed block at (18, 9)
2025-12-11 03:08:57,279 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,345 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,352 - [CLIENT 004] Successfully claimed block at (18, 9)
2025-12-11 03:08:57,446 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,513 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,519 - [CLIENT 004] Successfully claimed block at (18, 8)
2025-12-11 03:08:57,646 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,711 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,718 - [CLIENT 004] Successfully claimed block at (18, 7)
2025-12-11 03:08:57,811 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:57,896 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:57,899 - [CLIENT 004] Successfully claimed block at (18, 7)
2025-12-11 03:08:57,962 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:58,065 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:58,071 - [CLIENT 004] Successfully claimed block at (18, 6)
2025-12-11 03:08:58,130 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:58,246 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:58,253 - [CLIENT 004] Successfully claimed block at (18, 5)
2025-12-11 03:08:58,413 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:58,455 - [CLIENT 004] Successfully claimed block at (17, 5)
2025-12-11 03:08:58,462 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:58,466 - [CLIENT 004] Successfully claimed block at (17, 5)
2025-12-11 03:08:58,611 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:58,616 - [CLIENT 004] Successfully claimed block at (17, 5)
2025-12-11 03:08:58,661 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-11 03:08:58,795 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:58,830 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:58,854 - [CLIENT 004] Successfully claimed block at (16, 4)
2025-12-11 03:08:58,965 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:58,997 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,005 - [CLIENT 004] Successfully claimed block at (15, 4)
2025-12-11 03:08:59,165 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:59,198 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,208 - [CLIENT 004] Successfully claimed block at (13, 4)
2025-12-11 03:08:59,397 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,401 - [CLIENT 004] Successfully claimed block at (13, 4)
2025-12-11 03:08:59,513 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:59,580 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,584 - [CLIENT 004] Successfully claimed block at (12, 4)
2025-12-11 03:08:59,665 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:59,762 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,766 - [CLIENT 004] Successfully claimed block at (11, 4)
2025-12-11 03:08:59,843 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:08:59,959 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:08:59,968 - [CLIENT 004] Successfully claimed block at (10, 3)
2025-12-11 03:09:00,140 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:09:00,151 - [CLIENT 004] Successfully claimed block at (10, 3)
2025-12-11 03:09:00,192 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:09:00,356 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:09:00,364 - [CLIENT 004] Successfully claimed block at (9, 3)
2025-12-11 03:09:00,372 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:09:00,538 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:09:00,538 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:09:00,546 - [CLIENT 004] Successfully claimed block at (8, 2)
2025-12-11 03:09:00,687 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:09:00,736 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:09:00,740 - [CLIENT 004] Successfully claimed block at (8, 2)
2025-12-11 03:09:00,856 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-11 03:09:00,955 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-11 03:09:00,961 - [CLIENT 004] Successfully claimed block at (8, 2)
